0	0	0	0	0	0
0	8.56624530051314e-09	0	0	0	0
0	6.84728445866992e-08	0	0	0	0
0	2.30903163580247e-07	0	0	0	0
0	5.46869481278261e-07	0	0	0	0
0	1.067213180473e-06	0	0	0	0
0	1.84260493827161e-06	0	0	0	0
0	2.92354491661586e-06	0	0	0	0
0	4.36036295280191e-06	0	0	0	0
0	6.20321875e-06	0	0	0	0
0	8.50210206777422e-06	0	0	0	0
0	1.13068329126022e-05	0	0	0	0
0	1.46670617283951e-05	0	0	0	0
0	1.86322695870167e-05	0	0	0	0
0	2.3251768378804e-05	0	0	0	0
0	2.85747010030864e-05	0	0	0	0
0	3.46500415587055e-05	0	0	0	0
0	4.15265955345349e-05	0	0	0	0
0	4.9253e-05	0	0	0	0
0	5.78777237955977e-05	0	0	0	0
0	6.74490677234162e-05	0	0	0	0
0	7.80151647376544e-05	0	0	0	0
0	8.9623980135142e-05	0	0	0	0
0	0.000102323311745859	0	0	0	0
0	0.000116160790123457	0	0	0	0
0	0.000131183878735775	0	0	0	0
0	0.000147439874155363	0	0	0	0
0	0.00016497590625	0	0	0	0
0	0.000183838938373216	0	0	0	0
0	0.000204075767554806	0	0	0	0
0	0.000225733024691358	0	0	0	0
0	0.000248857174736765	0	0	0	0
0	0.00027349451689275	0	0	0	0
0	0.000299691184799383	0	0	0	0
0	0.000327493146725601	0	0	0	0
0	0.000356946205759729	0	0	0	0
0	0.000388096	0	0	0	0
0	0.000420988002745072	0	0	0	0
0	0.00045566752268455	0	0	0	0
0	0.000492179704089506	0	0	0	0
0	0.000530569527002998	0	0	0	0
0	0.000570881807430588	0	0	0	0
0	0.000613161197530864	0	0	0	0
0	0.000657452185805962	0	0	0	0
0	0.00070379909729208	0	0	0	0
0	0.00075224609375	0	0	0	0
0	0.000802837173855612	0	0	0	0
0	0.000855616173390426	0	0	0	0
0	0.000910626765432099	0	0	0	0
0	0.000967912460544951	0	0	0	0
0	0.00102751660697048	0	0	0	0
0	0.0010894823908179	0	0	0	0
0	0.00115385283625464	0	0	0	0
0	0.00122067080569686	0	0	0	0
0	0.001289979	0	0	0	0
0	0.00136181995864928	0	0	0	0
0	0.00143623605995021	0	0	0	0
0	0.00151326952121914	0	0	0	0
0	0.00159296239897373	0	0	0	0
0	0.00167535658912355	0	0	0	0
0	0.00176049382716049	0	0	0	0
0	0.0018484156883494	0	0	0	0
0	0.00193916358791851	0	0	0	0
0	0.00203277878125	0	0	0	0
0	0.00212930236407052	0	0	0	0
0	0.00222877527264168	0	0	0	0
0	0.00233123828395062	0	0	0	0
0	0.00243673201590046	0	0	0	0
0	0.00254529692750089	0	0	0	0
0	0.00265697331905864	0	0	0	0
0	0.00277180133236803	0	0	0	0
0	0.00288982095090148	0	0	0	0
0	0.003011072	0	0	0	0
0	0.00313559414706377	0	0	0	0
0	0.00326342690174262	0	0	0	0
0	0.00339460961612654	0	0	0	0
0	0.00352918148493624	0	0	0	0
0	0.00366718154571362	0	0	0	0
0	0.00380864867901235	0	0	0	0
0	0.00395362160858831	0	0	0	0
0	0.00410213890159021	0	0	0	0
0	0.00425423896875	0	0	0	0
0	0.00440996006457349	0	0	0	0
0	0.0045693402875308	0	0	0	0
0	0.00473241758024692	0	0	0	0
0	0.00489922972969219	0	0	0	0
0	0.00506981436737286	0	0	0	0
0	0.00524420896952161	0	0	0	0
0	0.00542245085728802	0	0	0	0
0	0.00560457719692914	0	0	0	0
0	0.005790625	0	0	0	0
0	0.00598063112354411	0	0	0	0
0	0.006174632270284	0	0	0	0
0	0.00637266498881173	0	0	0	0
0	0.00657476567377941	0	0	0	0
0	0.00678097056608971	0	0	0	0
0	0.00699131575308642	0	0	0	0
0	0.00720583716874492	0	0	0	0
0	0.00742457059386273	0	0	0	0
0	0.00764755165625	0	0	0	0
0	0.00787481583092009	0	0	0	0
0	0.00810639844028	0	0	0	0
0	0.00834233465432099	0	0	0	0
0	0.00858265949080901	0	0	0	0
0	0.00882740781547529	0	0	0	0
0	0.00907661434220679	0	0	0	0
0	0.0093303136332368	0	0	0	0
0	0.00958854009933541	0	0	0	0
0	0.009851328	0	0	0	0
0	0.0101187114436459	0	0	0	0
0	0.0103907243877966	0	0	0	0
0	0.0106674006392747	0	0	0	0
0	0.0109487738543921	0	0	0	0
0	0.0112348775391407	0	0	0	0
0	0.0115257450493827	0	0	0	0
0	0.0118214095910414	0	0	0	0
0	0.0121219042202916	0	0	0	0
0	0.01242726184375	0	0	0	0
0	0.0127375152186659	0	0	0	0
0	0.0130526969531115	0	0	0	0
